Name,Rating,Number_Episodes,Duration_time,Genres,Release_date,Original_type,Authors,Description,Link,Quality_rating,Movie_Serial,Release_Year,Decade,Duration_hour
Мэйджор [ТВ-5],8.5,25,25.0,"спорт, романтика, драма",2009-01-10,манга,Морикубо Сётаро,"Отыграв полный сезон в Низшей лиге, Горо возвращается в Японию. И как раз вовремя, вскоре он узнает, что Япония примет участие в Чемпионате мира по бейсболу. Уверенный в своих навыках, отточенных в Низшей лиге, Горо решает во что бы то ни стало попасть в национальную бейсбольную команду, которая примет участие в чемпионате. текст добавлен Evamerion В В В В ролях: Морикубо Сётаро (озв. Горо Сигэно ), Морита Масакадзу (озв. Тосия Сато ), Сакуя Сюнсукэ (озв. Хидэки Сигэно ), Нода Дзюнко (озв. Момоко Сигэно ), Отиай Кодзи (озв. Джо Гибсон ), Намикава Дайсукэ (озв. Джо Гибсон мл. ), Сасамото Юко (озв. Каору Симидзу )... и еще 14 чел.",http://www.world-art.ru/animation/animation.php?id=7078,Good,Serial,2009,00's,less than hour
Чокнутая подружка,8.4,2,45.0,"триллер, детектив, драма",2009-02-04,ранобэ,Хосоя Ёсимаса,"Старшеклассник Дзю Дзюдзава силен, решителен и отважен. Он не пасует в драках, не прогибается под школьный устав, словом, настоящий хозяин жизни. Наверно, из-за силы его личности к Дзю так и льнут девчонки: кто цепляется с придирками, как староста Фудзисима, кто кокетничает, как одноклассница Сацуки, а Отибана Амэ пошла дальше всех – поклялась ему в вассальной верности! А пока Дзюдзава разбирается с девчоночьими авансами, на улицах города резвится маньяк: убивает случайных прохожих и выкладывает фотографии еще живых жертв в Интернете... автор Анастасия Розанова (редакционный текст) В В В В ролях: Хосоя Ёсимаса , Хирохаси Рё , Кобаяси Ю , Ёсидзуми Кодзуэ , Сато Акэми",http://www.world-art.ru/animation/animation.php?id=7154,Good,Serial,2009,00's,less than hour
Повесть о стране цветных облаков (сезон второй),8.4,39,25.0,"приключения, романтика",2007-04-07,ранобэ,Кувасима Хоко,"Первый сезон «Цветных Облаков» перетекает во второй исключительно плавно: Сюрэй возвращается в столицу в надежде «продавить» указ об организации научно-исследовательской базы в Коричневой провинции; Его Величество поглощен государственными делами (прилично для «соломенного вдовца»... и хоть какое-то занятие!); семья Ко интригует, надеясь подыскать Сюрэй самого престижного и перспективного мужа; а тем временем под небом Цветных Облаков сгущаются тучи в виде загадочных эпидемий, тревожных предзнаменований и появления дьявольски-прекрасного Сеньи Лина... автор Анастасия Розанова (редакционный текст) В В В В ролях: Кувасима Хоко , Сэки Томокадзу , Мидорикава Хикару , Морикава Тосиюки , Хияма Нобуюки , Икэда Сюити , Исии Кодзи ... и еще 9 чел.",http://www.world-art.ru/animation/animation.php?id=6365,Good,Serial,2007,00's,less than hour
Ох уж этот экстрасенс Сайки Кусуо! [ТВ-2],8.4,24,25.0,"комедия, мистика",2018-01-17,манга,Камия Хироси,"Он гениален. Намного гениальнее, чем вы могли бы себе представить. Он мог бы стать, кем угодно. Он владеет телепортацией, телепатией, ясновидением, его физические способности намного превосходят данные обычных людей. Это Сайки Кусуо, настоящий сверхчеловек, родившийся не в далёком будущем, а в наше время, на планете Земля. Многие амбициозные люди хотели бы оказаться в его теле. Но Сайки, вместо всемирной славы и безграничных возможностей, предпочитает просто ходить в школу, как и все его сверстники. А ещё, желательно, ничем от них не отличаться. Хотя как может не выделяться из толпы розововолосый парень с антеннами, торчащими прямо из головы? Но, к счастью, его крайне сообразительные одноклассники совершенно ни о чём не догадываются. Тем не менее, как бы ни пытался Сайки слиться с безликой толпой, затеряться среди людей, прикинуться ветошью, он всё равно невольно становится центром внимания. С ним все отчаянно хотят подружиться! Он просто притягивает к себе людей! Может быть, это ещё одна способность, над которой он не властен? текст добавлен S5TARHAWK В В В В ролях: Камия Хироси (озв. Кусуо Сайки ), Оно Дайсукэ (озв. Рики Нэндо ), Симадзаки Нобунага (озв. Сюн Кайдо ), Хино Сатоси (озв. Кинэси Хайро ), Ханаэ Нацуки (озв. Рэйта Торицука ), Каяно Ай (озв. Кокоми Тэрухаси ), Тамура Юкари (озв. Тиё Юмэхара )",http://www.world-art.ru/animation/animation.php?id=9329,Good,Serial,2018,10's,less than hour
Клубничный зефир [ТВ],8.4,12,25.0,"комедия, повседневность",2005-07-15,манга,Набатамэ Хитоми,"Аниме представляет из себя очаровательные зарисовки из жизни четырех маленьких девочек и одной повзрослевшей. Героини тут не претерпевают метаморфоз характера, крутых сюжетных поворотов тоже не ожидается, да и вообще слово ""сюжет"" не очень тут уместно. Сегодня наша малолетняя компания пойдет в баню, в следующей серии на фейерверки, затем устроят посиделки в кафе, ну а потом настанет Рождество. Одним словом, рекомендовано для любителей бытового кавая. текст добавлен Puhova69 В В В В ролях: Набатамэ Хитоми (озв. Нобуэ Ито ), Тиба Саэко (озв. Тика Ито ), Орикаса Фумико (озв. Миу Мацуока ), Кавасуми Аяко (озв. Мацури Сакураги ), Ното Мамико (озв. Анна Коппола )",http://www.world-art.ru/animation/animation.php?id=3477,Good,Serial,2005,00's,less than hour
Внук Нурарихёна [ТВ-2],8.4,24,25.0,"приключения, мистика",2011-07-03,манга,Фукуяма Дзюн,"13-летний Рикуо Нура окончательно принял судьбу, по праву рождения навечно поместившую его между «дневным» миром людей и «ночным» миром демонов-ёкай. Наследник сильнейшего клана Канто в своей ночной ипостаси успел совершить немало славных дел и сплотить группу преданных соратников, но достаточно ли этого для главного испытания – схватки с Хагоромо-Гицунэ, главой демонов Киото? Возрожденная лисица-оборотень когда-то предательски убила отца Рикуо, а теперь копит силы, чтобы захватить древнюю столицу и отомстить старым врагам. Защитные барьеры Киото постепенно поддаются, маги-хранители из семьи Кэйкайн несут потери. Юра Кэйкайн, одноклассница главного героя и одна из сильнейших юных оммёдзи, вынуждена вернуться на родину, ибо семье нужны все бойцы. В отчаянных условиях рождаются странные союзы – вот и надменные маги готовы стать терпимее и соединить усилия с демоническим кланом Нура. Рикуо и сам рвется в бой, но мудрый дед наглядно доказал внуку, что до решающей битвы тому предстоит еще долгий путь. А между делом и в средней школе учиться надо! автор Hollow (редакционный текст) В В В В ролях: Фукуяма Дзюн , Хирано Ая , Хориэ Юй , Маэда Ай , Ясумото Хироки , Ториуми Косукэ , Сакурай Такахиро ... и еще 19 чел.",http://www.world-art.ru/animation/animation.php?id=8148,Good,Serial,2011,10's,less than hour
"Атака титанов [ТВ-4, часть 1]",8.4,16,25.0,"приключения, фэнтези, драма",2020-12-07,манга,Хосоя Ёсимаса,"Благодаря усилиям Легиона Разведки остров Парадиз освобожден от гнёта гигантов. За стенами и правда оказался Океан. Раньше Эрен верил, что это будет последней преградой на пути к свободе. Но реальность оказалось жестокой. За океаном жителей стен ждет новый враг — Марлийцы, что населяют континент к западу от Парадиза. Грядет новое противостояния, Легиону Разведки снова придется бороться за жизнь и на сей раз убивать людей. Но принесет ли уничтожение врага истинную свободу? текст добавлен filatr В В В В ролях: Хосоя Ёсимаса (озв. Райнер ), Коясу Такэхито (озв. Зик ), Ханаэ Нацуки (озв. Фалько ), Сакура Аянэ (озв. Габи ), Нумакура Манами (озв. Пик ), Масуда Тосики (озв. Порко ), Мурасэ Аюму (озв. Удо )... и еще 11 чел.",http://www.world-art.ru/animation/animation.php?id=10135,Good,Serial,2020,10's,less than hour
Сказ о четырех с половиной татами,8.4,11,25.0,"комедия, драма",2010-04-23,книга,Асанума Синтаро,"Когда-то молодой парень поступил в Киотский университет и с головой окунулся в веселую и бесшабашную студенческую жизнь. Вот только клуб, а потом друга он выбрал неправильно и попал в руки злокозненного Одзу, прозванного «первым провокатором Киото». Героя, так и оставшегося безымянным, затянула пучина бесконечных проделок, когда безобидных, когда злых и жестоких, он потерял контроль над своей жизнью, а когда очнулся, то понял, что уже на третьем курсе, а что толку? Друзей нет, «веселую жизнь» вспоминать не хочется, единственную девушку, с которой хотелось сблизиться – и ту увел личный злой гений. Но тут боги (которые, как известно, в основном живут в Киото) дали парню шанс. Один из них, с кем безымянный герой встретился ночью в раменной, предложил ему помочь в жизни и отношениях с избранницей – Акаси-сан, конечно, если молодой человек сам активно постарается. Ведь боги склоняют, но не заставляют, а синюю птицу удачи за хвост надо ловить лично. Короче, на «бесконечную восьмерку» надейся, а сам не плошай! автор Hollow (редакционный текст) В В В В ролях: Асанума Синтаро (озв. Я ), Сакамото Маая (озв. Акаси ), Ёсино Хироюки (озв. Одзу ), Фудзивара Кэйдзи (озв. Хигути ), Сувабэ Дзюнъити (озв. Дзёгасаки ), Кайда Юко (озв. Хануки ), Мидзухара Рин (озв. Гадалка )",http://www.world-art.ru/animation/animation.php?id=7733,Good,Serial,2010,00's,less than hour
Красавица-воин Сейлор Мун: Сейлор-звезды,8.4,34,25.0,"махо-сёдзё, приключения, комедия",1996-03-09,манга,Мицуиси Котоно,"описания ещё нет В В В В ролях: Мицуиси Котоно , Араки Каэ , Хан Кэйко , Томидзава Митиэ , Фуруя Тору , Синохара Эми , Хориэ Мицуко ... и еще 17 чел.",http://www.world-art.ru/animation/animation.php?id=2181,Good,Serial,1996,90's,less than hour
Повторная жизнь OVA,8.4,4,25.0,"комедия, повседневность, романтика",2018-03-21,манга,Unknown,"Прямое продолжение предыдущего сериала. Если хотите узнать чем все закончится обязательно посмотрите. В данных 4-х сериях мы увидим завершение эксперимента ReLife с уже знакомыми нам героями и то, как этот эксперимент сказался на их последующей жизни. текст добавлен Rackot",http://www.world-art.ru/animation/animation.php?id=9251,Good,Serial,2018,10's,less than hour
Озорной поцелуй,8.4,25,25.0,"романтика, комедия",2008-04-05,манга,Мидзуки Нана,"Старшеклассницу Котоко Айхару угораздило навсегда отдать девичье сердечко Наоки Ириэ, суперзвезде школы. Два года влюбленная девушка изо всех сил пыталась пробиться наверх, в вожделенный класс «А», где учится любимый, но в итоге так и осталась в школьном «болоте». Мягко говоря, человек она хороший, только не дано… Наступил последний, выпускной год. Отчаявшись, Котоко вложила все чувства в любовное письмо, но Наоки прилюдно отказался его читать, заявив, что «глупышки его не интересуют». Бедняжка поняла, что жизнь кончилась… А тут еще новый дом семьи Айхара, выстроенный явно экономившим на материалах папашей-одиночкой, рухнул от слабенького землетрясения. Впрочем, когда Котоко узнала, что придется временно переселиться в дом старого друга отца, некоего «Ири-тяна», ей было уже все равно… А теперь угадайте, кто встретил нежданных гостей на пороге новой обители? И чем закончится совместное проживание Котоко с любимым парнем, его добряком-отцом, до боли дотошной матерью и хмурым младшим братом? автор Hollow (редакционный текст) В В В В ролях: Мидзуки Нана , Хиракава Дайсукэ , Мацуи Наоко , Нагасако Такаси , Пак Роми , Симада Бин , Сакагути Сюхэй",http://www.world-art.ru/animation/animation.php?id=6851,Good,Serial,2008,00's,less than hour
Врата Штейна (фильм),8.4,1,90.0,"триллер, фантастика, драма",2013-04-20,видеоигра,Unknown,"Сюжет фильма разворачивается через год после событий сериала. Пройдя адский путь сквозь бесчисленное множество мировых линий, Ринтаро Окабе попал на мировую линию Врат Штайна, которая не приводит к смертям Маюри Шиины и Курису Макисе. И достиг будущего в котором SERN не установит мировую диктатуру благодаря изобретению машины времени. Тем не менее Ринтаро вскоре начинает чувствовать побочные эффекты его постоянных путешествий во времени, которые приводят к его исчезновению из этого мира и даже людских воспоминаний. И только Курису, девушке, которую он спас, что-то постоянно напоминает о нем в виде дежавю. Курису придется найти способ, чтобы вернуть Ринтаро. текст добавлен Nefas",http://www.world-art.ru/animation/animation.php?id=1875,Good,Movie,2013,10's,more than hour
Корзинка фруктов [ТВ-1],8.4,26,25.0,"романтика, комедия, мистика",2001-07-05,манга,Хориэ Юй,"Тору Хонда – обыкновенная школьница, но есть у неё «особые» способности: оптимизм, упорство, душевная стойкость и умение видеть в людях и окружающем мире только хорошее. Потеряв маму, девушка решила жить в лесу в палатке, чтобы не обременять родственников, работать после школы и не бросать учёбу, чтобы поступить в университет, как мечтала её мама, и никому не жаловаться – зачем огорчать близких? Так бы и продолжалась эта незаметная окружающим ежедневная борьба с обстоятельствами, если бы во время прогулки по лесу Тору не наткнулась на дом, где жил её одноклассник Юки Сома. Уж кем-кем, а обыкновенным школьником Юки назвать было трудно – красивый, воспитанный и одарённый школьный «принц». Вот только не слишком весёлый: влиятельный род Сома даровал членам своей семьи не только право на богатство и уважение – существовала тайна, скрывающая древнее проклятие. Юки и его кузен Сигурэ не случайно жили в одиночестве. Появление Тору многое изменило: она взялась за ведение домашнего хозяйства и начала заботиться о своих «работодателях», постепенно погружаясь в проблемы семьи Сома. Ведь главная их беда не в том, что при контакте с человеком противоположного пола они превращаются в одно из животных китайского зодиака. Проблема в отчуждённости, озлобленности и отчаянии, а в таком случае лучшее лекарство – это улыбка, доброта и понимание... Этот сериал не случайно стал своего рода «классикой, рекомендуемой к просмотру». В соответствии с традициями сёдзё , некоторые герои мужского пола здесь слишком миловидны, между тем их характеры прекрасно прописаны. За декорациями школьной жизни, за повседневными хлопотами и сверхъестественными проблемами героев «Корзинки фруктов» скрывается особая светлая мудрость. автор Расселл Д. Джонс (редакционный текст) В В В В ролях: Хориэ Юй (озв. Тору Хонда ), Хисакава Ая (озв. Юки Сома ), Сэки Томокадзу (озв. Кё Сома ), Окиаю Рётаро (озв. Сигурэ Сома ), Имай Юка (озв. Ариса Уотани ), Ясухара Рэйко (озв. Саки Ханадзима ), Мицуиси Котоно (озв. Кагура Сома )... и еще 11 чел.",http://www.world-art.ru/animation/animation.php?id=324,Good,Serial,2001,00's,less than hour
Моб Психо 100 [ТВ-1],8.4,12,25.0,"приключения, комедия",2016-07-12,манга,Ито Сэцуо,"Сигэо Кагэяма по прозвищу «Моб» – школьник, которому тяжело выражать свои чувства. Ещё он могущественный экстрасенс. Моб хочет жить обычной жизнью и подавляет свои сверхъестественные силы, но когда уровень накопленного стресса переваливает за 100%, с ним происходит нечто ужасное. Его окружают экстрасенсы-самозванцы, злые духи, таинственные организации. Что решит Моб? Что он предпримет? автор crunchyroll ================= Кагеяма Сигео, также известный как ""Моб"", восьмиклассник с экстрасенсорными способностями. Он мог сгибать ложки и поднимать вещи силой мысли с ранних лет, но затем он постепенно начал сдерживаться от использования способностей на публике, потому что к нему относились негативно из-за этого. А теперь, единственное, чего он хочет - это подружиться с девочкой из его класса, Цубоми. Вместе со своим ""наставником"" (у которого нет экстрасенсорных способностей), он продолжает свою повседневную жизнь, пытаясь понять свое назначение в жизни. текст добавлен polcar В В В В ролях: Ито Сэцуо (озв. Сигэо Кагэяма ), Сакурай Такахиро (озв. Аратака Рэйгэн ), Оцука Акио (озв. Экубо ), Ирино Мию (озв. Рицу Кагэяма ), Мацуока Ёсицугу (озв. Тэруки Ханадзава ), Хосоя Ёсимаса (озв. Тэнга Онигавара ), Фудзимура Аюми (озв. Ити Мэдзато )",http://www.world-art.ru/animation/animation.php?id=8586,Good,Serial,2016,10's,less than hour
Легенда об ангеле,8.4,2,25.0,"комедия, драма",1996-12-13,манга,Тобита Нобуо,"Сэйитиро Китано – юноша с сердцем ангела и лицом демона. Он только что перевелся в школу Хекикуу. У него отличные отметки, превосходные характеристики и еще лучшие намерения. А что толку? Китано боятся и учителя, и ученики, а тут еще нелепая случайность столкнула его со свирепым Сэйкити Куродой, теневым «боссом» школы. Но Куродо оказался так напуган лицом первогодки-«отморозка», что сдал свой грозный титул практически без боя... Так что теперь пацифист и отличник Китано-сан – новый лидер драчунов Хэкикуу. автор Анастасия Розанова (редакционный текст) В В В В ролях: Тобита Нобуо , Сакурай Томо , Исии Кодзи , Наката Кадзухиро , Цукуй Кёсэй , Хаси Такая , Суяма Акио",http://www.world-art.ru/animation/animation.php?id=5107,Good,Serial,1996,90's,less than hour
Кобато,8.4,24,25.0,"комедия, мистика, повседневность, романтика",2009-10-06,манга,Ханадзава Кана,"Милая, добрая и непосредственная девочка по имени Кобато является в наш мир, чтобы выполнить свое заветное желание. Для этого ей нужно включиться в местную жизнь и начать помогать людям, собирая горести и печали их сердец в некую волшебную бутылочку. Когда она заполнится, Кобато сможет попасть туда, куда всегда стремилась. Ну а помощником и куратором новоиспеченной землянки, как и положено в этом жанре, будет могущественное магическое существо Иорёги , принявшее облик… синей плюшевой собачки! Перед нами снова открывается мультивселенная КЛАМП, миры которой являются отражением друг друга, а все персонажи имеют множество двойников, ведомых и неведомых. В этом прекрасном лиричном сериале мы встретимся с множеством полюбившихся старых знакомых и в конце сможем понять, кто такая Кобато, куда она стремится, чьим отражением является? Хотя зачем ждать? Для знатоков творчества кансайской четверки авторы оставили достаточно ключей уже сейчас! автор Hollow (редакционный текст) В В В В ролях: Ханадзава Кана (озв. Кобато Ханато ), Инада Тэцу (озв. Иорёги ), Маэно Томоаки (озв. Киёкадзу Фудзимото ), Орикаса Фумико (озв. Саяка Окиура ), Кувасима Хоко (озв. Титосэ Михара ), Накадзима Мэгуми (озв. Тихо Михара и Тисэ Михара ), Мики Синъитиро (озв. Кадзуто Окиура )",http://www.world-art.ru/animation/animation.php?id=7229,Good,Serial,2009,00's,less than hour
Фрирен [ТВ-2],8.4,10,25.0,"приключения, фэнтези",2026-01-16,манга,Танэдзаки Ацуми,"описания ещё нет В В В В ролях: Танэдзаки Ацуми (озв. Фрирен ), Итиносэ Кана (озв. Ферн ), Кобаяси Тиаки (озв. Старк ), Окамото Нобухико (озв. Химмель ), Тоти Хироки (озв. Хайтер ), Уэда Ёдзи (озв. Айзен )",http://www.world-art.ru/animation/animation.php?id=12242,Good,Serial,2026,20's,less than hour
Мартовский лев [ТВ-2],8.4,22,25.0,"повседневность, спорт",2017-10-14,манга,Каваниси Кэнго,"Будучи совсем ребёнком, Рэй Кирияма потерял всю семью в страшной автокатастрофе. Его отец любил играть в сёги со своим другом, поэтому Рэй, жаждая внимания отца, начал проявлять интерес к этой игре, а позже и показывать в ней немыслимые результаты. После смерти отца, его друг забирает Рэя к себе в семью, чтобы развивать талант мальчика, и относится к нему даже лучше, чем к собственным детям. Из-за этого Рэй испытывает постоянное чувство вины и, начав ещё в школе зарабатывать неплохие деньги на турнирах по сёги, съезжает на съёмную квартиру. Одинокая жизнь оказывается не такой уж и лёгкой. Но, к счастью, он встречает сестёр Кавамото: ответственную и взрослую Акари, полную подростковых переживаний Хинату и совсем ещё крохотную Момо. У этих девочек жизнь сложилась тоже нелёгко, но они настолько светлы и добры, что умудряются обогревать своим теплом ещё и Рэя. Чувствуя эту разницу в восприятии одинаковых вещей, Рэй постепенно и сам начинает меняться. В новом сезоне мы увидим продолжение этой истории. текст добавлен S5TARHAWK В В В В ролях: Каваниси Кэнго (озв. Рэй Кирияма ), Каяно Ай (озв. Акари Кавамото ), Ханадзава Кана (озв. Хината Кавамото ), Куно Мисаки (озв. Момо Кавамото ), Тиба Сигэру (озв. Сомэдзи Кавамото ), Иноуэ Марина (озв. Кёко Кода ), Окава Тору (озв. Масатика Кода )... и еще 19 чел.",http://www.world-art.ru/animation/animation.php?id=9175,Good,Serial,2017,10's,less than hour
КсамД: Позабывший невзгоды,8.4,26,25.0,"приключения, фантастика, драма",2008-07-15,оригинальная идея,Абэ Ацуси,"Семнадцать лет назад закончилась кровопролитная война, но мир слишком хрупок. То тут, то там гремят взрывы, которые устраивают беловолосые дети – боги для беженцев из Тессики, убийцы для всех остальных. И вот в небе над островом Сэнтан появляются корабли Северного правительства, знаменуя начало боевых действий. Жизнь старшеклассника Акиюки и его друзей навсегда изменилась, когда их родной город подвергся нападению челоформов, сброшенных северянами. Но ещё раньше взорвался школьный автобус, и Акиюки превратился в существо под названием Ксам'д. Тессиканка Накиами спасла его от превращения в камень и забрала с собой. Акиюки был вынужден покинуть Сэнтан и присоединиться к команде независимого почтового корабля «Занбани». Теперь юноше предстоит научиться жить вместе с Ксам'дом и понять, что надо этому существу. А в это время остров Сэнтан становится базой для создания нового оружия Южного континента... Bounen no Xamdou сделан в лучших традициях сериалов BONES: сложный фантастический мир, приключения и путешествия, религиозные фанатики и военные, отлично проработанные характеры персонажей и захватывающий сюжет. автор Расселл Д. Джонс (редакционный текст) В В В В ролях: Абэ Ацуси (озв. Акиюки Такэхара ), Орикаса Фумико (озв. Хару Нисимура ), Татибана Синносукэ (озв. Фуруйти Тэраока ), Фудзимура Аюми (озв. Мидори Нисимура ), Исидзука Унсё (озв. Рюдзо Такэхара ), Хаямидзу Риса (озв. Фуса Такэхара ), Сампэй Юко (озв. Накиами )... и еще 26 чел.",http://www.world-art.ru/animation/animation.php?id=6974,Good,Serial,2008,00's,less than hour
Сельскохозяйственные истории [ТВ-1],8.4,11,25.0,"комедия, мистика, повседневность",2007-10-12,манга,Сакагути Дайсукэ,"Тадаясу Саваки – сын владельца мастерской по производству дрожжей. Кэй Юки – наследник мастера - изготовителя сакэ. Потому нет ничего неожиданного в том, что юноши приехали в столицу поступать в агротехнический университет. Ничего странного, что дед Саваки рекомендовал своему отпрыску познакомиться с профессором Ицуки, который всю жизнь изучает процессы брожения. Ничего удивительного, что в университете новичков немедленно окружают странные личности с пониженным порогом брезгливости, которые квасят птичье мясо, гонят самодельный сакэ и бестрепетно проводят ректальное исследование коровьих яичников – все это естественно и нормально в недрах агрокультуры. Удивителен только сам первокурсник Саваки: он невооруженным глазом видит бактерии, разговаривает с ними и даже распознает выражение их лиц... автор Анастасия Розанова (редакционный текст) В В В В ролях: Сакагути Дайсукэ , Сайга Мицуки , Охара Саяка , Канда Акэми , Ното Мамико , Кониси Кацуюки , Сугияма Нориаки",http://www.world-art.ru/animation/animation.php?id=6570,Good,Serial,2007,00's,less than hour
Эксперименты Лэйн,8.4,13,25.0,"фантастика, драма",1998-07-07,оригинальная идея,Симидзу Каори,"Насколько связана реальность и виртуальный мир? Четырнадцатилетняя школьница Лэйн не задумывалась над этим вопросом. Эта замкнутая тихая девушка, «ещё ребёнок», как говорят о ней одноклассницы, вообще мало чем интересуется, прячется от всех с любимым плюшевым мишкой и редко подходит к своему простенькому компьютеру. Но однажды всё изменилось. Несчастье, произошедшее с Тисой Ёмодой из параллельного класса, и электронное сообщение, которого не должно было быть, – всё это побудило Лэйн исследовать пространство Сети, и она попросила у отца-программиста купить ей более совершенную модель компьютера. Тем временем из разговора подруг девушка узнала, что в клубе Сайберия видели её двойника – «другую Лэйн». Загадки и странные события врываются в спокойную жизнь, и в попытках разобраться Лэйн всё глубже погружается в бездну вечных вопросов о реальности и её восприятии, памяти и сознании, Боге и человечестве в целом. Созданный в то время, когда ещё только исследовались возможности «электронного» общения, этот сериал стал своего рода каноном жанра киберпанк. Однако «Серийные эксперименты Лэйн» не выглядит устаревшими – благодаря сложности затронутых тем, интересным визуальным находкам, а также из-за того, что история девушки, которая ищет в Сети саму себя, остаётся актуальной и по сей день. автор Расселл Д. Джонс (редакционный текст) В В В В ролях: Симидзу Каори (озв. Лэйн Ивакура ), Обаяси Рюсукэ (озв. Ясуо Ивакура ), Игараси Рэй (озв. Михо Ивакура ), Кавасуми Аяко (озв. Мика Ивакура ), Асада Ёко (озв. Арису Мидзуки ), Тэдзука Тихару (озв. Рэйка Ямамото ), Мидзуно Манаби (озв. Дзюри Като )",http://www.world-art.ru/animation/animation.php?id=6,Good,Serial,1998,90's,less than hour
Истребитель демонов: Квартал красных фонарей,8.4,11,25.0,"приключения, фэнтези",2021-12-05,манга,Ханаэ Нацуки,"описания ещё нет В В В В ролях: Ханаэ Нацуки (озв. Тандзиро Камадо ), Кито Акари (озв. Нэдзуко Камадо ), Симоно Хиро (озв. Дзэнъицу Агацума ), Мацуока Ёсицугу (озв. Иносукэ Хасибира ), Кониси Кацуюки (озв. Тэнгэн Удзуи ), Исигами Сидзука (озв. Макио ), Тояма Нао (озв. Сума )",http://www.world-art.ru/animation/animation.php?id=10806,Good,Serial,2021,20's,less than hour
"Прощай, унылый учитель [ТВ-2]",8.4,13,25.0,"комедия, драма, повседневность",2008-01-06,манга,Камия Хироси,"описания ещё нет В В В В ролях: Камия Хироси (озв. Нодзому Итосики ), Нонака Ай (озв. Кафука Фура ), Иноуэ Марина (озв. Тири Кицу ), Тани Асука (озв. Кири Комори ), Санада Асами (озв. Матой Цунэцуки ), Кобаяси Ю (озв. Каэрэ Кимура ), Савасиро Миюки (озв. Мария )... и еще 11 чел.",http://www.world-art.ru/animation/animation.php?id=6738,Good,Serial,2008,00's,less than hour
Initial D Third Stage,8.4,1,100.0,спорт,2001-01-13,манга,Мики Синъитиро,"В 3-й части наше внимание теперь приковано не только к гонкам, но и к взаимотношениям между героями, любовная линия явно не ахти, но порадовало, что хоть такая есть. Графика на уровне 2-й части, изменений как таковых не замечено. текст добавлен kostya251988 В В В В ролях: Мики Синъитиро (озв. Такуми Фудзивара ), Ивата Мицуо (озв. Ицуки Такэути ), Кавасуми Аяко (озв. Нацуки Моги ), Исидзука Унсё (озв. Бунта Фудзивара ), Коясу Такэхито (озв. Рёсукэ Такахаси ), Сэки Томокадзу (озв. Кэйсукэ Такахаси ), Танака Масахико (озв. Кёйти Судо )... и еще 12 чел.",http://www.world-art.ru/animation/animation.php?id=3336,Good,Movie,2001,00's,more than hour
Голос далёкой звезды,8.3,1,25.0,"романтика, драма, фантастика",2002-02-02,оригинальная идея,Судзуки Тихиро,"Действие происходит в 2046 году, ознаменованном открытием руин чужой цивилизации на Марсе. Человечество, совершившее гигантский скачок в технологии, планирует на следующий год отправку космической экспедиции. Микако и Нобору - старшеклассники. Но если следующей осенью Нобору продолжит учёбу, то Микако избрана достойной присоединиться к экпедиции. ""Голоса далёких звёзд"" - это история о любимых, разделённых пучинами космоса, единственным каналом общения которых служат послания SMS. В В В В ролях: Судзуки Тихиро , Синкай Макото , Синохара Мика , Муто Суми",http://www.world-art.ru/animation/animation.php?id=100,Good,Movie,2002,00's,less than hour
